VOTACION;ETIQUETA_ZONA;PROVINCIA;ETIQUETA_CAND;ETIQUETA_AGRUP;ETIQUETA_BLOQUE;VOTOS;totalMesas;votosNulos;mesasescrutadas;votosEmitidos;votosValidos;votosBlancos;concurrencia;electores
INT;Sarmiento;San Juan;;Vamos San Juan - Lista 08;San Juan por Todos;407;61;118;9672;14672;14334;211;7771;19521
INT;Sarmiento;San Juan;;Vamos San Juan - Lista 11;San Juan por Todos;363;61;118;9672;14672;14334;211;7771;19521
INT;Sarmiento;San Juan;;Cambia San Juan - Lista 14;Unidos por San Juan;317;61;118;9672;14672;14334;211;7771;19521
INT;Sarmiento;San Juan;;Desarrollo Y Unidad - Lista 02;Desarrollo y Libertad;311;61;118;9672;14672;14334;211;7771;19521
INT;Sarmiento;San Juan;;San Juan Vuelve - Lista 07;San Juan por Todos;230;61;118;9672;14672;14334;211;7771;19521
INT;Sarmiento;San Juan;;San Juan Vuelve - Lista 06;San Juan por Todos;203;61;118;9672;14672;14334;211;7771;19521
INT;Sarmiento;San Juan;;Cambia San Juan - Lista 16;Unidos por San Juan;197;61;118;9672;14672;14334;211;7771;19521
INT;Sarmiento;San Juan;;Desarrollo Y Unidad - Lista 01;Desarrollo y Libertad;166;61;118;9672;14672;14334;211;7771;19521
INT;Sarmiento;San Juan;;San Juan al Futuro;Unidos por San Juan;118;61;118;9672;14672;14334;211;7771;19521
INT;Sarmiento;San Juan;;Evolucion Liberal;Unidos por San Juan;115;61;118;9672;14672;14334;211;7771;19521
INT;Sarmiento;San Juan;;El Rugido De La Libertad;Desarrollo y Libertad;102;61;118;9672;14672;14334;211;7771;19521
INT;Sarmiento;San Juan;;Vamos San Juan - Lista 13;San Juan por Todos;87;61;118;9672;14672;14334;211;7771;19521
INT;Sarmiento;San Juan;;Libertarios;Desarrollo y Libertad;81;61;118;9672;14672;14334;211;7771;19521
INT;Sarmiento;San Juan;;Juntos;Unidos por San Juan;29;61;118;9672;14672;14334;211;7771;19521
GOB;Ullum;San Juan;José Luis GIOJA;San Juan Vuelve ;San Juan por Todos;1514;14;10;10000;3759;3729;20;7964;4720
GOB;Ullum;San Juan;José Rubén UÑAC;Vamos San Juan;San Juan por Todos;1044;14;10;10000;3759;3729;20;7964;4720
GOB;Ullum;San Juan;Marcelo ORREGO;Cambia San Juan;Unidos por San Juan;1023;14;10;10000;3759;3729;20;7964;4720
GOB;Ullum;San Juan;Agustín RAMIREZ;Desarrollo y Unidad;Desarrollo y Libertad;60;14;10;10000;3759;3729;20;7964;4720
GOB;Ullum;San Juan;Sergio VALLEJOS;Evolución Liberal;Unidos por San Juan;21;14;10;10000;3759;3729;20;7964;4720
GOB;Ullum;San Juan;Marcelo ARANCIBIA;Juntos;Unidos por San Juan;16;14;10;10000;3759;3729;20;7964;4720
GOB;Ullum;San Juan;Eduardo CÁCERES;San Juan al Futuro;Unidos por San Juan;15;14;10;10000;3759;3729;20;7964;4720
GOB;Ullum;San Juan;Paola MIERS;Rugido de Libertad;Desarrollo y Libertad;14;14;10;10000;3759;3729;20;7964;4720
GOB;Ullum;San Juan;Yolanda AGÜERO;Libertarios;Desarrollo y Libertad;12;14;10;10000;3759;3729;20;7964;4720
GOB;Ullum;San Juan;Cristian JURADO;Frente de Izquierda y de los Trabajadores;Frente de Izquierda y de los Trabajadores;10;14;10;10000;3759;3729;20;7964;4720
INT;Ullum;San Juan;;Vamos San Juan - Lista 04;San Juan por Todos;1618;14;4;9286;3826;3786;36;8729;4720
INT;Ullum;San Juan;;Vamos San Juan - Lista 06;San Juan por Todos;1188;14;4;9286;3826;3786;36;8729;4720
INT;Ullum;San Juan;;Vamos San Juan - Lista 05;San Juan por Todos;562;14;4;9286;3826;3786;36;8729;4720
INT;Ullum;San Juan;;Desarrollo Y Unidad;Desarrollo y Libertad;101;14;4;9286;3826;3786;36;8729;4720
INT;Ullum;San Juan;;Cambia San Juan - Lista 08;Unidos por San Juan;74;14;4;9286;3826;3786;36;8729;4720
INT;Ullum;San Juan;;San Juan Vuelve - Lista 02;San Juan por Todos;71;14;4;9286;3826;3786;36;8729;4720
INT;Ullum;San Juan;;Vamos San Juan - Lista 07;San Juan por Todos;49;14;4;9286;3826;3786;36;8729;4720
INT;Ullum;San Juan;;Evolucion Liberal;Unidos por San Juan;48;14;4;9286;3826;3786;36;8729;4720
INT;Ullum;San Juan;;Cambia San Juan - Lista 09;Unidos por San Juan;43;14;4;9286;3826;3786;36;8729;4720
INT;Ullum;San Juan;;San Juan Vuelve - Lista 03;San Juan por Todos;30;14;4;9286;3826;3786;36;8729;4720
INT;Ullum;San Juan;;San Juan al Futuro;Unidos por San Juan;2;14;4;9286;3826;3786;36;8729;4720
GOB;Valle Fértil;San Juan;Marcelo ORREGO;Cambia San Juan;Unidos por San Juan;2453;23;53;10000;4949;4872;24;7271;6811
GOB;Valle Fértil;San Juan;José Rubén UÑAC;Vamos San Juan;San Juan por Todos;1414;23;53;10000;4949;4872;24;7271;6811
GOB;Valle Fértil;San Juan;José Luis GIOJA;San Juan Vuelve ;San Juan por Todos;905;23;53;10000;4949;4872;24;7271;6811
GOB;Valle Fértil;San Juan;Paola MIERS;Rugido de Libertad;Desarrollo y Libertad;28;23;53;10000;4949;4872;24;7271;6811
GOB;Valle Fértil;San Juan;Agustín RAMIREZ;Desarrollo y Unidad;Desarrollo y Libertad;20;23;53;10000;4949;4872;24;7271;6811
GOB;Valle Fértil;San Juan;Marcelo ARANCIBIA;Juntos;Unidos por San Juan;13;23;53;10000;4949;4872;24;7271;6811
GOB;Valle Fértil;San Juan;Eduardo CÁCERES;San Juan al Futuro;Unidos por San Juan;12;23;53;10000;4949;4872;24;7271;6811
GOB;Valle Fértil;San Juan;Sergio VALLEJOS;Evolución Liberal;Unidos por San Juan;11;23;53;10000;4949;4872;24;7271;6811
GOB;Valle Fértil;San Juan;Cristian JURADO;Frente de Izquierda y de los Trabajadores;Frente de Izquierda y de los Trabajadores;11;23;53;10000;4949;4872;24;7271;6811
GOB;Valle Fértil;San Juan;Yolanda AGÜERO;Libertarios;Desarrollo y Libertad;5;23;53;10000;4949;4872;24;7271;6811
INT;Valle Fértil;San Juan;;Vamos San Juan - Lista 08;San Juan por Todos;1320;23;33;10000;5627;5488;105;8262;6811
INT;Valle Fértil;San Juan;;Vamos San Juan - Lista 05;San Juan por Todos;1098;23;33;10000;5627;5488;105;8262;6811
INT;Valle Fértil;San Juan;;Vamos San Juan - Lista 09;San Juan por Todos;869;23;33;10000;5627;5488;105;8262;6811
INT;Valle Fértil;San Juan;;Vamos San Juan - Lista 07;San Juan por Todos;575;23;33;10000;5627;5488;105;8262;6811
INT;Valle Fértil;San Juan;;Cambia San Juan - Lista 12;Unidos por San Juan;284;23;33;10000;5627;5488;105;8262;6811
INT;Valle Fértil;San Juan;;Cambia San Juan - Lista 10;Unidos por San Juan;262;23;33;10000;5627;5488;105;8262;6811
INT;Valle Fértil;San Juan;;Vamos San Juan - Lista 04;San Juan por Todos;215;23;33;10000;5627;5488;105;8262;6811
INT;Valle Fértil;San Juan;;San Juan Vuelve - Lista 02;San Juan por Todos;167;23;33;10000;5627;5488;105;8262;6811
INT;Valle Fértil;San Juan;;Cambia San Juan - Lista 13;Unidos por San Juan;161;23;33;10000;5627;5488;105;8262;6811
INT;Valle Fértil;San Juan;;Cambia San Juan - Lista 11;Unidos por San Juan;156;23;33;10000;5627;5488;105;8262;6811
INT;Valle Fértil;San Juan;;Cambia San Juan - Lista 14;Unidos por San Juan;154;23;33;10000;5627;5488;105;8262;6811
INT;Valle Fértil;San Juan;;Vamos San Juan - Lista 06;San Juan por Todos;99;23;33;10000;5627;5488;105;8262;6811
INT;Valle Fértil;San Juan;;El Rugido De La Libertad;Desarrollo y Libertad;77;23;33;10000;5627;5488;105;8262;6811
INT;Valle Fértil;San Juan;;San Juan Vuelve - Lista 03;San Juan por Todos;51;23;33;10000;5627;5488;105;8262;6811
GOB;Zonda;San Juan;Marcelo ORREGO;Cambia San Juan;Unidos por San Juan;1172;14;28;10000;3617;3565;24;7699;4702
GOB;Zonda;San Juan;José Luis GIOJA;San Juan Vuelve ;San Juan por Todos;1155;14;28;10000;3617;3565;24;7699;4702
GOB;Zonda;San Juan;José Rubén UÑAC;Vamos San Juan;San Juan por Todos;1133;14;28;10000;3617;3565;24;7699;4702
GOB;Zonda;San Juan;Marcelo ARANCIBIA;Juntos;Unidos por San Juan;27;14;28;10000;3617;3565;24;7699;4702
GOB;Zonda;San Juan;Paola MIERS;Rugido de Libertad;Desarrollo y Libertad;21;14;28;10000;3617;3565;24;7699;4702
GOB;Zonda;San Juan;Agustín RAMIREZ;Desarrollo y Unidad;Desarrollo y Libertad;20;14;28;10000;3617;3565;24;7699;4702
GOB;Zonda;San Juan;Sergio VALLEJOS;Evolución Liberal;Unidos por San Juan;11;14;28;10000;3617;3565;24;7699;4702
GOB;Zonda;San Juan;Eduardo CÁCERES;San Juan al Futuro;Unidos por San Juan;9;14;28;10000;3617;3565;24;7699;4702
GOB;Zonda;San Juan;Cristian JURADO;Frente de Izquierda y de los Trabajadores;Frente de Izquierda y de los Trabajadores;9;14;28;10000;3617;3565;24;7699;4702
GOB;Zonda;San Juan;Yolanda AGÜERO;Libertarios;Desarrollo y Libertad;8;14;28;10000;3617;3565;24;7699;4702
INT;Zonda;San Juan;;Vamos San Juan - Lista 04;San Juan por Todos;1057;14;6;7143;2968;2905;54;8837;4702
INT;Zonda;San Juan;;Vamos San Juan - Lista 08;San Juan por Todos;433;14;6;7143;2968;2905;54;8837;4702
INT;Zonda;San Juan;;Cambia San Juan - Lista 12;Unidos por San Juan;367;14;6;7143;2968;2905;54;8837;4702
INT;Zonda;San Juan;;Vamos San Juan - Lista 05;San Juan por Todos;297;14;6;7143;2968;2905;54;8837;4702
INT;Zonda;San Juan;;San Juan Vuelve - Lista 03;San Juan por Todos;260;14;6;7143;2968;2905;54;8837;4702
INT;Zonda;San Juan;;Cambia San Juan - Lista 13;Unidos por San Juan;135;14;6;7143;2968;2905;54;8837;4702
INT;Zonda;San Juan;;Cambia San Juan - Lista 09;Unidos por San Juan;83;14;6;7143;2968;2905;54;8837;4702
INT;Zonda;San Juan;;Vamos San Juan - Lista 07;San Juan por Todos;73;14;6;7143;2968;2905;54;8837;4702
INT;Zonda;San Juan;;Cambia San Juan - Lista 10;Unidos por San Juan;53;14;6;7143;2968;2905;54;8837;4702
INT;Zonda;San Juan;;Vamos San Juan - Lista 06;San Juan por Todos;34;14;6;7143;2968;2905;54;8837;4702
INT;Zonda;San Juan;;Cambia San Juan - Lista 11;Unidos por San Juan;27;14;6;7143;2968;2905;54;8837;4702
INT;Zonda;San Juan;;Evolucion Liberal;Unidos por San Juan;26;14;6;7143;2968;2905;54;8837;4702
INT;Zonda;San Juan;;San Juan Vuelve - Lista 02;San Juan por Todos;25;14;6;7143;2968;2905;54;8837;4702
INT;Zonda;San Juan;;Juntos;Unidos por San Juan;21;14;6;7143;2968;2905;54;8837;4702
INT;Zonda;San Juan;;San Juan Vuelve - Lista 01;San Juan por Todos;14;14;6;7143;2968;2905;54;8837;4702
INT;Zonda;San Juan;;San Juan al Futuro;Unidos por San Juan;0;14;6;7143;2968;2905;54;8837;4702
